id,iirep_serial,quotagerange,gender_non_binary,resp_gender,respondent_gender_recoded,cl01stdregion,cl02state,cl04nse,screener4,idp22,idp23,idp24,idp25_1,idp25_2,idp25_3,idp25_4,idp25_5,idp25_6,idp25_7,idp25_8,idp25_9,idp25_10,idp25_11,idp25_12,idp25_13,idp25_14,idp25_15,idp25_16,idp26,idp27_1,idp27_2,idp27_3,idp27_4,idp27_5,idp28l307,idp28l308,idp28l309,idp28l310,idp28l311,idp29_1,idp29_2,idp29_3,idp29_4,idp29_5,idp30l317,idp30l318,idp30l319,idp30l320,idp30l321,idp31_1,idp31_2,idp31_3,idp31_4,idp32l327,idp32l328,idp32l329,idp32l330,idp33,idp34,idp35,idp36,idp37,idp38,idp39_1,idp39_2,idp39_3,idp39_4,idp40l366,idp40l367,idp40l368,idp40l369,idp41_1,idp41_2,idp41_3,idp41_4,idp41_5,idp41_6,idp42l375,idp42l376,idp42l377,idp42l378,idp42l379,idp42l380,idp43_1,idp43_2,idp43_3,idp43_4,idp43_5,idp43_6,idp43_7,idp44l384,idp44l385,idp44l386,idp44l387,idp44l388,idp44l389,idp44l390,idp46l393,idp46l394,idp46l395,idp46l396,idp46l397,idp46l398,idp46l399,idp47_1,idp47_2,idp47_3,idp48l400,idp48l401,idp48l402,idp49_1,idp49_2,idp49_3,idp49_4,idp50l408,idp50l409,idp50l410,idp50l411,idp54,idp55_1,idp55_2,idp55_3,idp56l421,idp56l422,idp56l423,idp57_1,idp57_2,idp58l431,idp58l432,idp60,idp61,idp62,idp63,idp64,idp65,idp66,idp67,age_group,idp60clone1,idp62clone1,cl02stat_eclone1,idp67clone1,ponderador,gse
45,126,2,1,2,2,5,16,6,1,10,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,5,1,1,6,5,2,2,2,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,5,1,1,1,1,1,1,1,5,4,2,2,1,1,1,7,7,7,1,1,7,7,7,4,1,1,4,1,4,12,2,11,12,19,12,0.22489302867031,D
46,130,2,2,1,1,1,13,4,2,12,4,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,1,1,1,2,3,4,1,1,1,1,1,1,5,3,5,3,3,1,1,1,1,5,5,2,2,2,1,2,2,2,4,1,1,1,1,4,3,2,3,1,1,1,1,1,1,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,4,4,4,1,1,1,1,3,5,4,2,2,1,1,1,6,6,6,1,1,7,7,9,1,5,2,3,2,3,6,2,12,14,13,6,0.0577782971487,C2
47,61,2,1,2,2,1,13,5,3,12,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,5,1,5,2,2,1,1,1,1,4,5,2,2,3,3,5,2,2,5,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,5,3,2,2,1,1,1,6,7,5,1,1,4,7,5,1,5,2,4,2,3,5,2,13,14,13,13,2.00148420571493,C3
48,127,2,2,1,1,1,13,4,1,11,3,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,1,1,1,2,1,5,5,4,1,1,1,1,1,3,4,4,3,3,1,1,1,1,4,4,2,2,2,6,1,2,2,4,1,1,1,1,4,2,2,2,1,1,1,1,1,1,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,0,0,0,1,1,1,4,2,1,1,1,1,1,2,4,5,2,2,1,1,1,4,2,3,1,1,3,5,6,1,9,3,3,2,2,12,2,11,16,13,12,0.96400710110563,C2
49,111,2,1,2,2,1,13,5,3,3,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,3,4,3,4,3,1,1,1,1,1,4,3,3,2,2,1,1,1,1,3,2,3,3,3,1,3,3,3,4,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,3,4,3,2,1,1,1,4,4,5,1,1,4,4,9,1,7,3,2,3,4,12,2,12,15,13,12,0.38353834970751,C3
50,125,2,1,2,2,1,13,2,1,12,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,4,4,1,1,7,6,4,2,2,4,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,0,2,1,1,1,3,2,2,1,1,1,1,2,5,4,1,2,1,1,1,6,6,6,1,1,6,6,9,1,7,3,3,3,3,4,2,12,15,13,13,0.38353834970751,ABC1
51,121,3,2,1,1,3,15,6,2,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,3,5,3,5,5,1,1,1,1,1,1,5,5,5,6,1,1,3,3,1,1,1,1,1,3,4,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,5,5,3,1,1,1,1,3,3,5,5,2,1,1,1,4,7,4,1,1,4,4,8,1,3,3,2,4,4,6,3,12,13,17,6,0.10353307388413,D
52,52,2,1,2,2,1,13,4,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,4,2,5,4,1,1,1,1,1,2,5,2,4,5,1,1,1,1,2,2,4,4,5,6,1,1,3,3,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,4,2,2,1,1,1,1,3,4,5,4,2,1,1,1,2,7,7,1,1,5,5,7,4,6,1,4,3,4,9,2,11,14,13,14,0.14904734769662,C2
53,63,2,1,2,2,1,5,2,2,10,4,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,3,3,3,2,2,1,1,1,1,1,2,3,4,4,1,1,1,1,1,2,2,1,1,4,1,3,2,2,4,1,1,1,1,3,3,3,3,1,1,1,1,1,1,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,2,3,3,3,2,1,1,1,4,5,4,1,1,4,5,9,1,4,2,2,3,4,7,2,12,13,18,14,0.09904654369927,ABC1
54,48,2,2,1,1,1,5,5,3,9,5,5,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,5,1,1,6,1,2,2,3,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,5,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1,7,7,1,1,7,7,8,1,5,2,3,2,2,3,2,12,14,18,13,0.07687824389843,C3
55,71,2,2,1,1,5,9,1,3,7,5,5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,4,2,4,1,1,1,1,1,5,1,5,2,1,1,1,1,1,5,5,1,1,2,1,1,2,2,4,1,1,1,1,3,2,2,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,1,2,0,0,3,0,1,1,1,4,2,2,1,1,1,1,1,5,5,1,2,1,1,1,4,4,5,1,1,7,5,9,1,10,3,3,1,1,8,2,12,16,19,14,1.16391767501918,ABC1
56,115,2,2,1,1,1,13,4,3,12,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,3,4,4,4,4,1,1,1,1,1,1,5,1,5,5,1,1,1,1,3,1,5,5,3,1,1,1,3,4,1,1,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0,1,1,1,5,3,2,1,1,1,1,2,4,5,4,2,1,1,1,7,7,7,1,1,7,7,9,4,6,1,2,2,4,8,2,12,14,13,14,0.0577782971487,C2
57,58,2,1,2,2,1,5,3,2,12,5,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,4,4,2,2,2,1,1,1,1,1,4,2,4,2,3,1,1,1,1,4,4,2,2,6,2,2,2,2,4,1,1,1,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,2,1,1,1,4,2,2,1,1,1,1,2,2,4,2,2,1,1,1,7,7,4,1,1,7,7,9,1,7,2,4,2,2,11,2,12,15,18,14,0.51032578404528,ABC1
58,114,2,2,1,1,1,13,3,1,13,3,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,3,5,3,4,1,1,1,1,1,1,5,1,3,3,1,1,1,1,1,1,3,3,2,4,1,3,3,3,1,1,1,1,1,4,4,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,1,2,1,2,0,0,3,3,0,3,1,1,1,1,5,3,3,1,1,1,1,1,3,5,5,2,1,1,1,1,7,4,1,1,1,1,9,1,8,2,3,1,4,6,2,12,15,13,6,0.22085578461164,ABC1
59,104,3,1,2,2,1,13,5,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,2,3,3,3,1,1,1,1,1,3,4,3,4,4,1,1,1,1,2,2,5,4,2,3,1,1,3,4,1,1,1,1,1,3,3,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,5,2,1,1,1,1,1,3,3,5,3,2,1,1,1,4,4,3,1,1,4,4,5,1,6,2,3,3,4,11,3,13,14,13,14,3.42037267558685,C3
60,73,2,1,2,2,1,13,4,3,12,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,4,5,5,5,1,1,1,1,1,3,5,2,4,5,1,1,1,1,2,1,5,5,3,1,1,1,3,5,1,1,1,1,2,2,3,5,1,1,1,1,1,1,1,3,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,3,0,3,1,1,1,1,5,3,3,1,1,1,1,4,2,4,3,2,1,1,1,4,3,3,1,1,1,1,9,6,5,1,3,2,4,11,2,12,14,13,14,0.10033784162046,C2
61,84,2,1,2,2,5,8,4,1,13,5,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,4,5,4,4,5,1,1,1,1,1,4,5,5,5,4,1,1,1,1,4,4,5,5,3,6,1,2,2,4,1,1,1,1,4,3,4,4,1,1,1,1,1,1,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,2,2,1,0,1,1,1,3,4,3,1,1,1,1,3,4,3,3,2,1,1,1,4,4,5,1,1,4,6,10,6,6,2,3,1,4,9,2,12,14,19,14,0.17995597978465,C2
62,108,3,1,2,2,1,5,5,1,12,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,1,1,3,3,1,3,2,1,1,1,1,1,4,3,4,3,3,1,1,1,1,5,5,2,3,4,3,1,2,2,4,1,1,1,1,3,5,3,3,1,1,1,1,1,1,3,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,0,1,1,1,1,1,5,5,3,1,1,1,1,2,5,5,3,2,1,1,1,7,4,4,1,1,7,7,4,5,5,1,4,1,1,6,3,13,14,18,6,4.03583030741315,C3
63,53,3,1,2,2,1,5,5,1,10,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,5,2,1,1,1,1,1,5,5,1,1,1,3,2,2,2,5,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,5,1,1,1,1,1,1,3,5,5,1,2,1,1,1,6,5,5,1,1,7,7,5,1,6,2,3,2,3,1,3,13,14,18,13,4.03583030741315,C3
64,110,2,1,2,2,1,5,4,3,12,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,4,3,1,1,4,1,1,1,1,1,2,3,3,3,3,1,1,1,1,4,2,4,3,3,3,1,1,2,5,1,1,1,1,4,2,2,3,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,1,1,2,1,1,0,1,1,1,5,4,4,1,1,1,1,2,2,3,4,2,1,1,1,5,4,4,1,1,4,4,7,1,8,3,4,2,3,6,2,11,15,18,6,0.75806598332923,C2
65,95,2,2,1,1,1,5,4,1,1,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,4,4,1,5,3,1,1,1,1,1,4,5,3,4,4,1,1,1,1,2,3,5,5,3,2,1,1,3,4,1,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,0,1,1,1,5,4,2,1,1,1,1,2,3,4,4,2,1,1,1,5,5,6,1,1,6,5,7,1,6,3,2,3,4,8,2,11,14,18,14,0.11419917115596,C2
66,87,3,2,1,1,1,13,5,1,1,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,2,3,1,5,3,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,2,2,6,2,1,3,3,4,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,5,5,5,1,1,1,1,1,3,2,5,2,1,1,1,1,1,4,1,1,4,4,5,3,5,4,2,3,3,11,3,13,14,13,14,3.005159302725,C3
67,97,2,2,1,1,1,13,4,3,14,4,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,1,1,1,1,1,2,4,2,5,3,1,1,1,1,1,5,1,5,2,2,1,1,1,1,4,5,1,1,6,3,2,2,2,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,3,3,3,1,1,1,1,2,1,5,2,2,1,1,1,5,6,6,1,1,4,3,6,1,7,4,3,4,3,4,2,11,15,13,13,0.3280713277084,C2
68,47,3,1,2,2,3,2,3,2,7,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,5,1,1,6,5,2,2,2,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,5,3,1,2,1,1,1,7,7,7,1,1,7,7,10,3,8,3,2,3,3,4,3,12,15,17,13,0.92637603445602,ABC1
69,81,2,1,2,2,1,5,3,3,11,5,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,5,3,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,5,1,1,1,6,2,2,2,5,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,3,0,3,0,1,1,1,5,1,1,1,1,1,1,3,5,3,1,2,1,1,1,3,7,6,1,1,7,7,10,1,8,3,4,1,1,3,2,12,15,18,13,0.51032578404528,ABC1
70,86,3,1,2,2,1,13,4,2,12,5,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,1,1,1,4,1,2,2,2,5,1,1,1,1,4,1,5,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,0,1,1,1,1,5,1,2,1,1,1,1,2,5,2,1,2,1,1,1,7,6,6,1,1,7,7,9,3,8,3,2,2,2,1,3,12,15,13,13,0.65543564502457,C2
71,57,2,1,2,2,1,13,3,3,12,5,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,4,2,5,1,1,1,1,1,1,5,4,1,1,2,1,2,2,3,3,1,1,1,1,3,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,4,2,1,1,1,1,1,2,4,2,2,2,1,1,1,4,6,5,1,1,5,5,9,1,9,2,3,2,2,4,2,12,16,13,13,1.12699178939832,ABC1
72,116,3,1,2,2,5,8,4,3,12,5,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,2,1,2,4,1,1,1,1,1,1,5,2,5,2,1,1,1,1,1,5,5,1,1,1,3,2,2,2,4,1,1,1,1,3,3,2,2,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,1,2,0,1,1,NA,1,5,3,2,1,1,NA,1,3,5,5,2,2,1,1,1,7,5,6,1,1,7,NA,7,1,8,2,4,2,2,5,3,11,15,19,13,1.74618833057243,C2
73,46,2,1,2,2,5,9,5,3,12,4,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,3,5,3,2,4,1,1,1,1,1,4,3,3,2,5,1,1,1,1,4,5,3,3,3,4,1,2,2,5,1,1,1,1,3,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,3,2,2,1,1,1,1,3,4,3,3,2,1,1,1,4,4,3,1,1,6,5,7,1,4,2,4,3,2,9,2,11,13,19,14,0.19831777178165,C3
74,131,2,4,NA,3,2,4,3,1,7,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,4,3,5,5,1,1,1,1,1,1,5,1,5,5,1,1,1,1,1,1,5,5,5,1,1,1,1,3,1,1,1,1,1,1,4,5,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,3,1,1,2,1,1,1,1,1,1,5,1,1,1,1,1,1,4,3,5,4,2,1,1,1,5,4,4,1,1,2,2,9,5,6,1,4,1,5,12,2,12,14,17,12,0.06513052848141,ABC1
75,109,3,1,2,2,1,13,5,1,1,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,2,4,4,4,1,1,1,1,1,2,4,2,4,4,1,1,1,1,4,4,4,4,4,3,4,3,3,2,1,1,1,1,3,4,4,4,1,1,1,1,1,1,3,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,4,4,4,1,1,1,1,2,4,4,4,2,1,1,1,5,2,4,1,1,2,3,7,3,4,4,1,3,3,12,3,11,13,13,12,0.1889649980758,C3
76,123,2,1,2,2,1,13,3,2,12,4,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,1,1,1,1,4,4,2,4,3,1,1,1,1,1,3,4,3,4,3,1,1,1,1,4,4,1,2,6,2,5,2,2,4,1,1,1,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,3,2,2,1,1,1,1,2,4,4,3,2,1,1,1,4,6,5,1,1,5,4,10,1,8,2,3,2,2,8,2,12,15,13,14,0.38353834970751,ABC1
77,62,2,1,2,2,1,7,2,2,12,5,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,5,1,1,6,2,2,2,2,4,1,1,1,1,4,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,4,1,1,1,1,1,1,2,5,4,1,2,1,1,1,6,7,7,1,1,7,7,9,1,8,2,3,2,3,3,2,12,15,18,13,0.51032578404528,ABC1
78,91,3,2,1,1,1,13,3,1,11,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,5,5,5,5,1,1,1,1,1,3,5,3,5,5,1,1,1,1,4,3,3,5,2,6,1,3,2,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,3,3,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,0,2,6,0,0,0,1,1,1,5,5,5,1,1,1,1,5,5,5,5,2,1,1,1,1,1,4,1,1,7,7,9,1,6,2,3,3,5,11,3,12,14,13,14,0.09873838037047,ABC1
79,51,3,1,2,2,5,9,4,3,9,4,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,5,1,1,1,1,1,1,5,5,1,1,6,3,2,2,2,5,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,0,0,0,1,1,1,4,1,1,1,1,1,1,3,5,5,1,2,1,1,1,7,7,7,1,1,7,7,6,1,4,2,4,1,2,6,3,11,13,19,6,0.33890883862505,C2
80,66,2,2,1,1,3,1,5,1,2,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,5,3,5,5,1,1,1,1,1,2,4,1,4,5,1,1,1,1,1,1,4,5,3,6,1,1,3,2,1,1,1,1,2,4,4,3,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,0,2,1,1,1,5,2,2,1,1,1,1,4,3,5,4,2,1,1,1,2,4,5,1,1,1,1,8,1,7,2,3,2,4,11,2,12,15,17,14,0.31215193663678,C3
81,88,2,1,2,2,5,9,5,3,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,2,4,5,4,1,1,1,1,1,3,4,3,4,4,1,1,1,1,2,2,4,4,3,4,1,1,1,4,1,1,1,1,4,4,3,4,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,3,2,2,1,1,1,1,2,4,5,4,2,1,1,1,4,5,4,1,1,5,5,9,6,5,3,3,3,4,11,2,12,14,19,14,0.17995597978465,C3
82,44,2,1,2,2,1,7,6,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,2,4,4,4,1,1,1,1,1,2,4,2,4,4,1,1,1,1,2,2,4,4,4,3,1,1,1,4,1,1,1,1,5,4,2,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,3,4,3,4,2,1,1,1,4,6,6,1,1,4,4,4,5,3,3,1,4,5,11,2,13,13,18,14,1.97572610336407,D
83,132,3,2,1,1,5,10,5,2,12,5,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,5,1,1,6,1,2,2,2,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,2,1,2,1,1,1,7,5,6,1,1,7,7,9,4,1,2,4,1,1,12,3,12,12,19,12,0.14898335160392,C3
84,42,2,1,2,2,3,1,4,3,12,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,5,4,1,1,1,1,1,2,4,3,4,4,1,1,1,1,4,2,3,3,4,3,1,3,2,3,1,1,1,1,4,2,4,2,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,0,2,1,1,1,5,2,2,1,1,1,1,2,5,4,3,2,1,1,1,7,7,7,1,1,5,6,9,6,9,2,3,3,3,10,2,12,16,17,14,1.59286146954698,C2
85,60,2,2,1,1,1,13,2,2,15,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,5,2,1,1,1,1,1,5,2,5,2,1,1,1,1,1,4,5,1,1,2,5,2,2,2,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,4,2,1,1,1,1,1,1,4,4,2,2,1,1,1,5,5,6,1,1,4,5,10,1,10,3,2,2,1,3,2,12,16,13,13,0.64896419377163,ABC1
86,98,3,1,2,2,3,1,2,1,12,3,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2,4,4,5,1,1,1,1,1,1,1,1,4,2,2,1,1,1,1,4,4,2,2,3,3,4,3,2,4,1,1,1,1,2,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,0,1,1,1,1,4,1,1,1,1,1,1,2,5,5,1,2,1,1,1,7,7,7,1,1,7,7,9,1,9,2,3,2,3,6,3,12,16,17,6,2.72206986739,ABC1
87,49,1,1,2,2,1,13,2,3,14,5,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,5,1,1,2,3,2,2,2,4,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,4,2,2,1,1,1,1,3,5,4,2,2,1,1,1,5,5,6,1,1,6,5,9,1,9,3,2,3,3,4,1,12,16,13,13,1.4298698381443,ABC1
88,64,3,1,2,2,1,5,4,1,8,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,1,1,1,3,4,1,5,2,1,1,1,1,1,4,2,4,2,2,1,1,1,1,5,5,2,2,5,6,2,3,3,5,1,1,1,1,3,2,2,3,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,0,1,0,0,1,1,1,4,3,3,1,1,1,1,3,4,3,4,2,1,1,1,4,7,5,1,1,7,6,7,3,3,2,4,1,3,5,3,11,13,18,13,0.25143173003087,C2
